caldt,prtnam,prtcnt,prtwgt,totret,totind,capret,capind,incret,incind
1980-03-31,1,146,564847564,-0.096744,65.651,-0.099025,5.773,0.002281,11.336
1980-03-31,2,148,139805866,-0.116833,105.041,-0.121177,8.357,0.004344,12.574
1980-03-31,3,150,85777288,-0.116396,154.745,-0.120665,12.658,0.004269,12.178
1980-03-31,4,148,53908755,-0.135716,137.874,-0.140263,11.948,0.004547,11.516
1980-03-31,5,157,38603509,-0.152582,222.160,-0.156401,18.516,0.003819,11.983
1980-03-31,6,167,27017095,-0.166143,200.456,-0.169960,17.186,0.003817,11.619
1980-03-31,7,177,19553879,-0.168173,254.294,-0.171703,25.593,0.003530,9.869
1980-03-31,8,192,13239922,-0.176921,215.828,-0.180753,26.023,0.003833,8.177
1980-03-31,9,227,10195217,-0.189180,256.852,-0.192514,44.535,0.003334,5.751
1980-03-31,10,711,10667424,-0.192455,1282.644,-0.194787,400.250,0.002332,3.212
1980-03-31,1_2,294,704653430,-0.100730,70.624,-0.103420,6.107,0.002690,11.536
1980-03-31,3_5,455,178289552,-0.130073,162.003,-0.134328,13.505,0.004255,11.964
1980-03-31,6_8,536,59810896,-0.169193,222.849,-0.172919,21.624,0.003726,10.241
1980-03-31,9_10,938,20862641,-0.190855,460.650,-0.193676,97.533,0.002822,4.714
1980-03-31,1_5,749,882942982,-0.106655,79.652,-0.109661,6.854,0.003006,11.598
1980-03-31,6_10,1474,80673537,-0.174795,250.922,-0.178287,27.896,0.003492,8.942
1980-03-31,Mrkt,2223,963616519,-0.112360,85.042,-0.115406,7.421,0.003047,11.437
1980-04-30,1,145,509442462,0.042414,68.436,0.040177,6.005,0.002237,11.361
1980-04-30,2,150,125812090,0.057822,111.114,0.054507,8.812,0.003314,12.616
1980-04-30,3,149,75158195,0.066080,164.970,0.062876,13.454,0.003204,12.217
1980-04-30,4,152,47098722,0.068702,147.346,0.065672,12.733,0.003030,11.551
1980-04-30,5,157,32480163,0.066272,236.883,0.063603,19.694,0.002669,12.015
1980-04-30,6,170,22531479,0.063851,213.256,0.060787,18.231,0.003064,11.654
1980-04-30,7,171,15044296,0.060242,269.613,0.056828,27.048,0.003414,9.903
1980-04-30,8,197,11093443,0.065992,230.071,0.064255,27.695,0.001736,8.191
1980-04-30,9,233,7945744,0.065893,273.776,0.063856,47.379,0.002037,5.763
1980-04-30,10,694,7960562,0.056609,1355.253,0.054438,422.039,0.002171,3.219
1980-04-30,1_2,295,635254553,0.045465,73.835,0.043015,6.370,0.002450,11.564
1980-04-30,3_5,458,154737080,0.066918,172.844,0.063880,14.367,0.003039,12.000
1980-04-30,6_8,538,48669218,0.063223,236.938,0.060354,22.929,0.002870,10.270
1980-04-30,9_10,927,15906305,0.061247,488.863,0.059143,103.301,0.002104,4.724
1980-04-30,1_5,753,789991633,0.049667,83.608,0.047102,7.177,0.002565,11.628
1980-04-30,6_10,1465,64575523,0.062737,266.664,0.060055,29.571,0.002681,8.966
1980-04-30,Mrkt,2218,854567156,0.050655,89.350,0.048081,7.778,0.002574,11.467
1980-05-30,1,147,532412424,0.047808,71.707,0.038425,6.236,0.009383,11.468
1980-05-30,2,149,131815941,0.069866,118.878,0.062832,9.366,0.007034,12.704
1980-05-30,3,150,80311153,0.074491,177.259,0.068345,14.374,0.006147,12.292
1980-05-30,4,151,49825787,0.083888,159.706,0.077415,13.719,0.006474,11.626
1980-05-30,5,156,34335721,0.078134,255.391,0.073194,21.135,0.004940,12.075
1980-05-30,6,169,23812589,0.086901,231.788,0.082301,19.732,0.004600,11.708
1980-05-30,7,170,15818396,0.092845,294.645,0.087786,29.422,0.005059,9.953
1980-05-30,8,198,11953939,0.075091,247.348,0.070567,29.650,0.004525,8.228
1980-05-30,9,233,8443814,0.066550,291.996,0.062823,50.355,0.003726,5.784
1980-05-30,10,694,8440582,0.071021,1451.505,0.068096,450.778,0.002925,3.228
1980-05-30,1_2,296,664228365,0.052185,77.688,0.043268,6.646,0.008917,11.667
1980-05-30,3_5,457,164472662,0.078099,186.343,0.072105,15.403,0.005994,12.072
1980-05-30,6_8,537,51584924,0.085987,257.312,0.081264,24.793,0.004723,10.319
1980-05-30,9_10,927,16884396,0.068785,522.489,0.065459,110.063,0.003325,4.739
1980-05-30,1_5,753,828701027,0.057328,88.401,0.048991,7.528,0.008337,11.724
1980-05-30,6_10,1464,68469319,0.081745,288.463,0.077366,31.859,0.004379,9.005
1980-05-30,Mrkt,2217,897170347,0.059192,94.638,0.051157,8.176,0.008035,11.559
1980-06-30,1,147,554264850,0.028480,73.750,0.026058,6.398,0.002422,11.495
1980-06-30,2,149,140245043,0.042340,123.911,0.038138,9.723,0.004202,12.758
1980-06-30,3,150,86078868,0.058126,187.562,0.052986,15.136,0.005140,12.355
1980-06-30,4,150,53416048,0.029699,164.450,0.026240,14.079,0.003459,11.666
1980-06-30,5,157,37189825,0.051288,268.490,0.047053,22.130,0.004235,12.126
1980-06-30,6,169,25833504,0.042513,241.642,0.038020,20.482,0.004493,11.760
1980-06-30,7,170,17269948,0.042145,307.063,0.038951,30.568,0.003195,9.985
1980-06-30,8,198,12849874,0.038928,256.977,0.034586,30.675,0.004342,8.264
1980-06-30,9,232,8943969,0.039126,303.420,0.034764,52.106,0.004362,5.810
1980-06-30,10,688,8945392,0.040632,1510.483,0.037901,467.863,0.002731,3.237
1980-06-30,1_2,296,694509892,0.031279,80.118,0.028497,6.835,0.002781,11.699
1980-06-30,3_5,457,176684742,0.048092,195.305,0.043651,16.076,0.004441,12.126
1980-06-30,6_8,537,55953326,0.041576,268.010,0.037519,25.723,0.004058,10.361
1980-06-30,9_10,920,17889361,0.039879,543.326,0.036333,114.062,0.003547,4.756
1980-06-30,1_5,753,871194634,0.034689,91.468,0.031571,7.766,0.003118,11.761
1980-06-30,6_10,1457,73842687,0.041165,300.337,0.037231,33.045,0.003934,9.040
1980-06-30,Mrkt,2210,945037321,0.035195,97.969,0.032013,8.438,0.003182,11.595
1980-07-31,1,145,567389226,0.054632,77.779,0.052125,6.732,0.002507,11.524
1980-07-31,2,151,148604604,0.080625,133.901,0.078107,10.483,0.002518,12.790
1980-07-31,3,149,90372153,0.071979,201.063,0.069153,16.182,0.002826,12.390
1980-07-31,4,153,56031134,0.098511,180.650,0.096191,15.433,0.002320,11.693
1980-07-31,5,154,38021803,0.099021,295.076,0.096428,24.264,0.002593,12.157
1980-07-31,6,173,27716176,0.100313,265.881,0.096975,22.468,0.003337,11.800
1980-07-31,7,174,18318263,0.122096,344.555,0.119853,34.232,0.002244,10.007
1980-07-31,8,203,13138619,0.113328,286.099,0.111486,34.095,0.001842,8.279
1980-07-31,9,225,8940948,0.137272,345.072,0.135731,59.178,0.001541,5.819
1980-07-31,10,686,9023054,0.108809,1674.836,0.107142,517.990,0.001667,3.243
1980-07-31,1_2,296,715993830,0.060027,84.927,0.057517,7.228,0.002510,11.729
1980-07-31,3_5,456,184425090,0.085615,212.026,0.082991,17.410,0.002624,12.157
1980-07-31,6_8,550,59173057,0.109946,297.477,0.107279,28.482,0.002667,10.388
1980-07-31,9_10,911,17964003,0.122975,610.141,0.121371,127.906,0.001604,4.764
1980-07-31,1_5,752,900418920,0.065268,97.438,0.062735,8.253,0.002533,11.791
1980-07-31,6_10,1461,77137060,0.112980,334.270,0.110561,36.699,0.002419,9.062
1980-07-31,Mrkt,2213,977555980,0.069033,104.732,0.066509,8.999,0.002524,11.625
1980-08-29,1,146,599646513,0.013449,78.825,0.005568,6.769,0.007881,11.615
1980-08-29,2,152,162106088,0.025002,137.249,0.018812,10.680,0.006190,12.869
1980-08-29,3,149,96504690,0.013108,203.699,0.007163,16.298,0.005945,12.464
1980-08-29,4,153,61438494,0.034237,186.835,0.028879,15.879,0.005358,11.756
1980-08-29,5,154,41715159,0.036217,305.763,0.032075,25.042,0.004142,12.208
1980-08-29,6,172,30245801,0.042525,277.188,0.038363,23.330,0.004162,11.849
1980-08-29,7,175,20777459,0.063535,366.446,0.059671,36.274,0.003864,10.046
1980-08-29,8,202,14510223,0.064601,304.582,0.059851,36.136,0.004751,8.318
1980-08-29,9,226,10214880,0.072781,370.186,0.069687,63.302,0.003094,5.837
1980-08-29,10,687,10004882,0.082943,1813.752,0.079844,559.349,0.003099,3.253
1980-08-29,1_2,298,761752601,0.015908,86.278,0.008386,7.289,0.007521,11.817
1980-08-29,3_5,456,199658344,0.024438,217.207,0.019050,17.741,0.005388,12.223
1980-08-29,6_8,549,65533483,0.054074,313.563,0.049876,29.903,0.004198,10.432
1980-08-29,9_10,913,20219762,0.077809,657.616,0.074712,137.462,0.003097,4.778
1980-08-29,1_5,754,961410945,0.017679,99.160,0.010601,8.341,0.007078,11.874
1980-08-29,6_10,1462,85753245,0.059671,354.216,0.055733,38.744,0.003938,9.098
1980-08-29,Mrkt,2216,1047164190,0.021118,106.944,0.014297,9.128,0.006821,11.704
1980-09-30,1,146,603346450,0.024628,80.766,0.022080,6.919,0.002548,11.645
1980-09-30,2,152,165449321,0.035898,142.176,0.032689,11.029,0.003208,12.910
1980-09-30,3,148,96952706,0.030236,209.858,0.026157,16.724,0.004080,12.514
1980-09-30,4,153,63432697,0.032876,192.977,0.029826,16.352,0.003051,11.792
1980-09-30,5,154,43163183,0.030845,315.194,0.027181,25.723,0.003664,12.252
1980-09-30,6,173,31705098,0.032239,286.124,0.028876,24.004,0.003363,11.889
1980-09-30,7,176,22129707,0.019552,373.611,0.016934,36.889,0.002619,10.072
1980-09-30,8,202,15389203,0.032638,314.522,0.029886,37.215,0.002752,8.341
1980-09-30,9,228,11025609,0.027316,380.298,0.024520,64.854,0.002796,5.853
1980-09-30,10,684,10761702,0.028708,1865.821,0.026580,574.216,0.002128,3.260
1980-09-30,1_2,298,768795770,0.027053,88.613,0.024363,7.466,0.002690,11.849
1980-09-30,3_5,455,203548586,0.031188,223.982,0.027517,18.230,0.003671,12.268
1980-09-30,6_8,551,69224007,0.028272,322.428,0.025283,30.659,0.002989,10.463
1980-09-30,9_10,912,21787311,0.028004,676.032,0.025538,140.973,0.002466,4.790
1980-09-30,1_5,753,972344356,0.027919,101.929,0.025023,8.549,0.002896,11.909
1980-09-30,6_10,1463,91011319,0.028208,364.207,0.025344,39.726,0.002864,9.124
1980-09-30,Mrkt,2216,1063355675,0.027944,109.932,0.025051,9.356,0.002893,11.738
1980-10-31,1,146,624619268,0.020754,82.442,0.017810,7.042,0.002944,11.679
1980-10-31,2,151,168945497,0.014414,144.225,0.011465,11.156,0.002950,12.948
1980-10-31,3,148,100970096,0.015004,213.006,0.012035,16.926,0.002969,12.552
1980-10-31,4,154,64837306,0.004381,193.822,0.001294,16.373,0.003086,11.828
1980-10-31,5,158,44954610,0.022143,322.173,0.018709,26.204,0.003434,12.294
1980-10-31,6,168,31296058,0.023920,292.968,0.021193,24.512,0.002727,11.921
1980-10-31,7,184,22734162,0.028204,384.148,0.025888,37.844,0.002316,10.096
1980-10-31,8,202,15503390,0.030479,324.109,0.027858,38.252,0.002621,8.363
1980-10-31,9,238,11012085,0.041320,396.012,0.039447,67.412,0.001873,5.864
1980-10-31,10,658,9909771,0.032605,1926.656,0.030520,591.742,0.002085,3.266
1980-10-31,1_2,297,793564766,0.019404,90.332,0.016459,7.589,0.002945,11.884
1980-10-31,3_5,460,210762012,0.013259,226.951,0.010154,18.415,0.003104,12.306
1980-10-31,6_8,554,69533610,0.026783,331.063,0.024214,31.401,0.002569,10.490
1980-10-31,9_10,896,20921856,0.037192,701.175,0.035219,145.937,0.001973,4.800
1980-10-31,1_5,757,1004326778,0.018114,103.775,0.015136,8.679,0.002979,11.944
1980-10-31,6_10,1450,90455466,0.029191,374.839,0.026760,40.789,0.002431,9.146
1980-10-31,Mrkt,2207,1094782244,0.019030,112.024,0.016096,9.507,0.002933,11.772
1980-11-28,1,146,635983953,0.129188,93.093,0.121520,7.898,0.007669,11.768
1980-11-28,2,151,170355662,0.085953,156.622,0.080442,12.053,0.005512,13.020
1980-11-28,3,146,100703892,0.083409,230.773,0.078541,18.255,0.004868,12.613
1980-11-28,4,154,65065908,0.085500,210.394,0.079779,17.680,0.005722,11.896
1980-11-28,5,158,45860759,0.064253,342.874,0.060938,27.801,0.003315,12.335
1980-11-28,6,168,31889438,0.055923,309.352,0.051951,25.786,0.003973,11.968
1980-11-28,7,183,23151229,0.061522,407.782,0.057861,40.033,0.003661,10.133
1980-11-28,8,203,16095090,0.075613,348.615,0.072233,41.015,0.003380,8.391
1980-11-28,9,243,11707911,0.069025,423.347,0.065831,71.850,0.003193,5.883
1980-11-28,10,661,10290923,0.027352,1979.353,0.024771,606.399,0.002581,3.275
1980-11-28,1_2,297,806339614,0.120054,101.177,0.112841,8.446,0.007213,11.969
1980-11-28,3_5,458,211630559,0.079901,245.085,0.075107,19.798,0.004794,12.365
1980-11-28,6_8,554,71135757,0.062200,351.656,0.058463,33.237,0.003737,10.529
1980-11-28,9_10,904,21998834,0.049530,735.904,0.046623,152.741,0.002907,4.814
1980-11-28,1_5,755,1017970173,0.111706,115.367,0.104996,9.590,0.006710,12.024
1980-11-28,6_10,1458,93134591,0.059208,397.032,0.055666,43.060,0.003541,9.178
1980-11-28,Mrkt,2213,1111104765,0.107306,124.045,0.100861,10.466,0.006444,11.848
1980-12-31,1,147,714541985,-0.039689,89.398,-0.041720,7.568,0.002031,11.792
1980-12-31,2,154,187145699,-0.017899,153.819,-0.021341,11.796,0.003442,13.065
1980-12-31,3,146,108917725,-0.017607,226.710,-0.021461,17.863,0.003854,12.661
1980-12-31,4,155,70867631,-0.033362,203.375,-0.036997,17.026,0.003635,11.939
1980-12-31,5,158,48707848,-0.027319,333.507,-0.030722,26.947,0.003403,12.377
1980-12-31,6,168,33533153,-0.011135,305.907,-0.014884,25.402,0.003749,12.013
1980-12-31,7,182,24473753,-0.027471,396.580,-0.030147,38.826,0.002676,10.160
1980-12-31,8,202,17242969,-0.041571,334.123,-0.044703,39.182,0.003132,8.418
1980-12-31,9,240,12348286,-0.033371,409.219,-0.036566,69.223,0.003195,5.901
1980-12-31,10,658,10557588,-0.031670,1916.666,-0.034393,585.543,0.002723,3.284
1980-12-31,1_2,301,901687684,-0.035167,97.619,-0.037490,8.129,0.002323,11.997
1980-12-31,3_5,459,228493204,-0.024564,239.065,-0.028254,19.239,0.003690,12.410
1980-12-31,6_8,552,75249874,-0.023423,343.419,-0.026681,32.350,0.003258,10.564
1980-12-31,9_10,898,22905874,-0.032587,711.923,-0.035565,147.309,0.002977,4.828
1980-12-31,1_5,760,1130180888,-0.033023,111.558,-0.035623,9.248,0.002600,12.056
1980-12-31,6_10,1450,98155748,-0.025561,386.883,-0.028754,41.822,0.003193,9.208
1980-12-31,Mrkt,2210,1228336636,-0.032427,120.023,-0.035074,10.099,0.002647,11.880
1981-01-30,1,148,693540934,-0.057169,84.287,-0.058581,7.125,0.001412,11.809
1981-01-30,2,147,180385674,-0.033817,148.617,-0.036185,11.369,0.002369,13.096
1981-01-30,3,154,110840028,-0.025562,220.915,-0.028201,17.360,0.002639,12.695
1981-01-30,4,152,67956351,-0.022342,198.831,-0.024432,16.610,0.002090,11.964
1981-01-30,5,164,47419497,0.004821,335.115,0.002027,27.001,0.002793,12.412
1981-01-30,6,165,32330359,-0.003135,304.949,-0.006008,25.249,0.002873,12.048
1981-01-30,7,191,24501637,-0.014708,390.747,-0.016960,38.168,0.002252,10.183
1981-01-30,8,198,15700836,-0.008058,331.431,-0.009890,38.794,0.001832,8.433
1981-01-30,9,254,11878405,0.016740,416.070,0.015153,70.272,0.001587,5.911
1981-01-30,10,636,9276107,0.034020,1981.871,0.032411,604.521,0.001609,3.289
1981-01-30,1_2,295,873926607,-0.052349,92.508,-0.053958,7.691,0.001610,12.017
1981-01-30,3_5,470,226215876,-0.018226,234.708,-0.020733,18.840,0.002507,12.442
1981-01-30,6_8,554,72532832,-0.008110,340.634,-0.010548,32.009,0.002438,10.589
1981-01-30,9_10,890,21154511,0.024317,729.235,0.022720,150.656,0.001597,4.836
1981-01-30,1_5,765,1100142484,-0.045332,106.500,-0.047126,8.813,0.001794,12.077
1981-01-30,6_10,1444,93687344,-0.000788,386.579,-0.003036,41.695,0.002248,9.228
1981-01-30,Mrkt,2209,1193829827,-0.041836,115.001,-0.043666,9.658,0.001830,11.901
1981-02-27,1,148,653888701,0.017740,85.782,0.009491,7.192,0.008249,11.906
1981-02-27,2,147,173900951,0.008944,149.946,0.002908,11.402,0.006035,13.175
1981-02-27,3,154,107608836,0.030002,227.543,0.024622,17.787,0.005381,12.763
1981-02-27,4,151,65909464,0.021011,203.009,0.015916,16.874,0.005095,12.025
1981-02-27,5,164,47403790,0.020025,341.825,0.015255,27.413,0.004770,12.471
1981-02-27,6,165,32143348,0.024710,312.484,0.020330,25.763,0.004379,12.101
1981-02-27,7,189,23812367,0.016615,397.239,0.013129,38.669,0.003486,10.218
1981-02-27,8,198,15582919,0.015553,336.585,0.011951,39.258,0.003602,8.463
1981-02-27,9,252,12000495,0.014133,421.950,0.010595,71.016,0.003538,5.932
1981-02-27,10,634,9629691,0.010159,2002.004,0.007701,609.176,0.002458,3.297
1981-02-27,1_2,295,827789652,0.015892,93.979,0.008108,7.753,0.007784,12.110
1981-02-27,3_5,469,220922089,0.025179,240.617,0.020015,19.217,0.005164,12.506
1981-02-27,6_8,552,71538633,0.020021,347.454,0.016108,32.525,0.003913,10.631
1981-02-27,9_10,886,21630186,0.012364,738.251,0.009306,152.058,0.003057,4.850
1981-02-27,1_5,764,1048711741,0.017849,108.401,0.010616,8.906,0.007232,12.165
1981-02-27,6_10,1438,93168819,0.018243,393.631,0.014529,42.301,0.003714,9.263
1981-02-27,Mrkt,2202,1141880560,0.017881,117.058,0.010936,9.763,0.006945,11.984
1981-03-31,1,148,660600675,0.019261,87.435,0.016764,7.313,0.002497,11.936
1981-03-31,2,147,174357384,0.077539,161.573,0.073860,12.244,0.003679,13.223
1981-03-31,3,154,110555768,0.091174,248.288,0.086667,19.328,0.004507,12.821
1981-03-31,4,152,67222038,0.083047,219.868,0.078323,18.196,0.004724,12.082
1981-03-31,5,162,47477783,0.082778,370.121,0.078831,29.574,0.003947,12.520
1981-03-31,6,165,32850656,0.076686,336.447,0.073111,27.646,0.003574,12.144
1981-03-31,7,190,24332613,0.085226,431.094,0.081907,41.836,0.003319,10.252
1981-03-31,8,198,15800109,0.087335,365.981,0.084131,42.561,0.003204,8.490
1981-03-31,9,253,12156755,0.095843,462.391,0.092384,77.577,0.003459,5.952
1981-03-31,10,632,9708748,0.093358,2188.907,0.090819,664.501,0.002539,3.306
1981-03-31,1_2,295,834958059,0.031430,96.932,0.028687,7.975,0.002743,12.143
1981-03-31,3_5,468,225255590,0.086979,261.546,0.082526,20.803,0.004454,12.562
1981-03-31,6_8,553,72983379,0.081839,375.889,0.078430,35.076,0.003409,10.667
1981-03-31,9_10,885,21865503,0.094740,808.193,0.091689,166.000,0.003051,4.865
1981-03-31,1_5,763,1060213648,0.043232,113.088,0.040126,9.263,0.003107,12.202
1981-03-31,6_10,1438,94848882,0.084813,427.016,0.081486,45.748,0.003326,9.294
1981-03-31,Mrkt,2201,1155062530,0.046647,122.518,0.043522,10.188,0.003125,12.021
1981-04-30,1,147,674831162,-0.029966,84.815,-0.031526,7.082,0.001560,11.955
1981-04-30,2,148,187054462,-0.008781,160.154,-0.010908,12.111,0.002127,13.251
1981-04-30,3,149,116438245,-0.007693,246.378,-0.010093,19.133,0.002401,12.851
1981-04-30,4,153,74840001,-0.001645,219.507,-0.004017,18.123,0.002372,12.111
1981-04-30,5,161,50990377,0.014869,375.624,0.011886,29.926,0.002983,12.557
1981-04-30,6,164,34622813,0.034742,348.136,0.032503,28.545,0.002240,12.171
1981-04-30,7,186,25928181,0.009470,435.177,0.006801,42.121,0.002669,10.279
1981-04-30,8,193,16696046,0.016754,372.113,0.014819,43.191,0.001935,8.507
1981-04-30,9,249,13270059,0.032499,477.418,0.030940,79.977,0.001559,5.962
1981-04-30,10,646,10876954,0.038301,2272.744,0.036672,688.869,0.001629,3.311
1981-04-30,1_2,295,861885623,-0.025368,94.473,-0.027051,7.760,0.001683,12.164
1981-04-30,3_5,463,242268624,-0.001076,261.265,-0.003590,20.728,0.002514,12.593
1981-04-30,6_8,543,77247040,0.022372,384.298,0.020054,35.779,0.002318,10.692
1981-04-30,9_10,895,24147013,0.035112,836.570,0.033522,171.565,0.001590,4.873
1981-04-30,1_5,758,1104154247,-0.020038,110.822,-0.021904,9.061,0.001865,12.225
1981-04-30,6_10,1438,101394053,0.025406,437.865,0.023261,46.812,0.002145,9.314
1981-04-30,Mrkt,2196,1205548299,-0.016216,120.531,-0.018105,10.004,0.001889,12.044
1981-05-29,1,147,653862661,-0.001835,84.659,-0.010202,7.010,0.008367,12.055
1981-05-29,2,146,184423015,0.022585,163.771,0.017101,12.318,0.005485,13.324
1981-05-29,3,148,114643941,0.025334,252.620,0.020379,19.523,0.004956,12.915
1981-05-29,4,150,73453256,0.028876,225.845,0.023569,18.550,0.005307,12.175
1981-05-29,5,161,51693133,0.018178,382.452,0.014659,30.364,0.003518,12.602
1981-05-29,6,164,35790457,0.025946,357.168,0.022346,29.183,0.003600,12.215
1981-05-29,7,187,26267608,0.021725,444.631,0.018196,42.887,0.003529,10.316
1981-05-29,8,193,16888283,0.028027,382.542,0.024765,44.261,0.003262,8.535
1981-05-29,9,250,13711353,0.028022,490.797,0.025090,81.984,0.002932,5.979
1981-05-29,10,642,11264384,0.034856,2351.962,0.032723,711.411,0.002133,3.318
1981-05-29,1_2,293,838285676,0.003537,94.808,-0.004196,7.727,0.007733,12.258
1981-05-29,3_5,459,239790330,0.024876,267.764,0.020123,21.145,0.004753,12.653
1981-05-29,6_8,544,78946347,0.024987,393.900,0.021483,36.548,0.003504,10.729
1981-05-29,9_10,892,24975737,0.031104,862.591,0.028533,176.460,0.002571,4.886
1981-05-29,1_5,752,1078076005,0.008284,111.740,0.001213,9.072,0.007070,12.312
1981-05-29,6_10,1436,103922084,0.026457,449.449,0.023177,47.897,0.003280,9.344
1981-05-29,Mrkt,2188,1181998089,0.009881,121.722,0.003144,10.035,0.006737,12.125
1981-06-30,1,147,646770320,-0.000546,84.613,-0.003047,6.989,0.002501,12.085
1981-06-30,2,146,187581528,-0.014301,161.429,-0.018231,12.093,0.003930,13.376
1981-06-30,3,150,119022933,-0.019516,247.690,-0.023756,19.060,0.004239,12.970
1981-06-30,4,149,74703344,-0.015719,222.295,-0.019531,18.187,0.003812,12.221
1981-06-30,5,161,52679890,-0.006593,379.931,-0.010392,30.049,0.003799,12.649
1981-06-30,6,163,36581152,-0.027683,347.281,-0.031677,28.258,0.003994,12.264
1981-06-30,7,189,27101280,-0.018469,436.419,-0.021087,41.983,0.002618,10.343
1981-06-30,8,193,17385758,-0.015586,376.579,-0.018795,43.429,0.003209,8.562
1981-06-30,9,250,14102640,-0.009901,485.937,-0.012499,80.959,0.002597,5.995
1981-06-30,10,639,11630241,0.009578,2374.490,0.007328,716.624,0.002251,3.325
1981-06-30,1_2,293,834351847,-0.003638,94.463,-0.006460,7.677,0.002822,12.292
1981-06-30,3_5,460,246406167,-0.015602,263.586,-0.019618,20.730,0.004016,12.704
1981-06-30,6_8,545,81068190,-0.022008,385.231,-0.025374,35.620,0.003366,10.765
1981-06-30,9_10,889,25732881,-0.001097,861.644,-0.003538,175.836,0.002441,4.897
1981-06-30,1_5,753,1080758014,-0.006366,111.028,-0.009460,8.986,0.003094,12.350
1981-06-30,6_10,1434,106801071,-0.016970,441.822,-0.020113,46.933,0.003143,9.373
1981-06-30,Mrkt,2187,1187559085,-0.007320,120.831,-0.010418,9.931,0.003098,12.163
1981-07-31,1,147,651076935,0.008963,85.371,0.007438,7.041,0.001526,12.103
1981-07-31,2,146,182655592,-0.010012,159.813,-0.011684,11.952,0.001671,13.399
1981-07-31,3,148,114007065,-0.004535,246.567,-0.007379,18.919,0.002844,13.007
1981-07-31,4,153,74479536,-0.008952,220.305,-0.011326,17.981,0.002374,12.250
1981-07-31,5,157,50430661,-0.023071,371.166,-0.025854,29.272,0.002783,12.685
1981-07-31,6,174,36971492,-0.018860,340.732,-0.021180,27.660,0.002320,12.292
1981-07-31,7,169,23855615,-0.026903,424.678,-0.029417,40.748,0.002514,10.369
1981-07-31,8,200,17834916,-0.026388,366.642,-0.028140,42.207,0.001753,8.577
1981-07-31,9,246,13389872,-0.037194,467.863,-0.038434,77.848,0.001240,6.002
1981-07-31,10,643,11759111,-0.025986,2312.787,-0.027309,697.054,0.001323,3.330
1981-07-31,1_2,293,833732527,0.004806,94.917,0.003249,7.702,0.001557,12.312
1981-07-31,3_5,458,238917262,-0.009825,260.997,-0.012509,20.471,0.002684,12.738
1981-07-31,6_8,543,78662023,-0.023006,376.369,-0.025256,34.721,0.002250,10.790
1981-07-31,9_10,889,25148983,-0.031953,834.112,-0.033232,169.992,0.001279,4.904
1981-07-31,1_5,751,1072649789,0.001547,111.200,-0.000261,8.983,0.001808,12.372
1981-07-31,6_10,1432,103811006,-0.025173,430.700,-0.027188,45.657,0.002015,9.392
1981-07-31,Mrkt,2183,1176460795,-0.000810,120.733,-0.002637,9.905,0.001827,12.185
1981-08-31,1,148,658804623,-0.052426,80.895,-0.061548,6.607,0.009121,12.214
1981-08-31,2,146,180596113,-0.058096,150.528,-0.064267,11.184,0.006172,13.481
1981-08-31,3,147,112259251,-0.047580,234.835,-0.052332,17.929,0.004751,13.068
1981-08-31,4,153,72917065,-0.061911,206.666,-0.067761,16.763,0.005850,12.322
1981-08-31,5,157,49180494,-0.065328,346.918,-0.069536,27.237,0.004208,12.738
1981-08-31,6,174,36221417,-0.053958,322.346,-0.058838,26.032,0.004880,12.352
1981-08-31,7,170,23288652,-0.087124,387.678,-0.091006,37.039,0.003882,10.409
1981-08-31,8,202,17546445,-0.076524,338.585,-0.080231,38.821,0.003707,8.609
1981-08-31,9,247,12886377,-0.080668,430.122,-0.083842,71.321,0.003175,6.021
1981-08-31,10,643,11456126,-0.080575,2126.435,-0.082904,639.265,0.002329,3.338
1981-08-31,1_2,294,839400735,-0.053646,89.825,-0.062133,7.223,0.008487,12.416
1981-08-31,3_5,457,234356810,-0.055764,246.443,-0.060743,19.227,0.004979,12.801
1981-08-31,6_8,546,77056513,-0.069120,350.354,-0.073432,32.171,0.004312,10.836
1981-08-31,9_10,890,24342503,-0.080624,766.863,-0.083401,155.815,0.002777,4.917
1981-08-31,1_5,751,1073757545,-0.054108,105.183,-0.061829,8.428,0.007721,12.467
1981-08-31,6_10,1436,101399016,-0.071882,399.740,-0.075825,42.195,0.003943,9.429
1981-08-31,Mrkt,2187,1175156561,-0.055642,114.016,-0.063037,9.280,0.007395,12.275
1981-09-30,1,147,619320207,-0.051993,76.689,-0.054227,6.249,0.002234,12.241
1981-09-30,2,146,169193215,-0.051525,142.772,-0.055594,10.562,0.004069,13.536
1981-09-30,3,145,105277507,-0.072801,217.739,-0.077439,16.540,0.004638,13.129
1981-09-30,4,153,68233557,-0.062826,193.682,-0.066347,15.651,0.003522,12.365
1981-09-30,5,158,46366264,-0.055591,327.632,-0.059219,25.624,0.003628,12.784
1981-09-30,6,174,34168501,-0.076043,297.834,-0.079993,23.950,0.003950,12.401
1981-09-30,7,170,21245457,-0.066340,361.960,-0.069673,34.459,0.003334,10.444
1981-09-30,8,203,16214619,-0.096735,305.832,-0.098940,34.980,0.002205,8.628
1981-09-30,9,250,12043324,-0.078797,396.230,-0.081749,65.490,0.002953,6.039
1981-09-30,10,644,10607144,-0.085954,1943.659,-0.088182,582.894,0.002228,3.345
1981-09-30,1_2,293,788513423,-0.051893,85.164,-0.054520,6.830,0.002628,12.449
1981-09-30,3_5,456,219877328,-0.066076,230.159,-0.070155,17.879,0.004079,12.854
