caldt,prtnam,prtcnt,prtwgt,totret,totind,capret,capind,incret,incind
2003-11-28,6_8,1018,740097477,0.034084,5894.711,0.033402,361.541,0.000682,16.288
2003-11-28,9_10,2311,318157837,0.043959,11315.972,0.043096,1724.016,0.000863,6.573
2003-11-28,1_5,1020,11117610284,0.012062,1639.531,0.010544,69.498,0.001518,23.710
2003-11-28,6_10,3329,1058255314,0.037053,6383.252,0.036317,464.521,0.000736,13.725
2003-11-28,Mrkt,4349,12175865598,0.014234,1735.317,0.012784,76.935,0.001450,22.666
2003-12-31,1,176,7876952573,0.051521,1316.698,0.049940,55.145,0.001581,23.963
2003-12-31,2,183,1574293393,0.039319,2673.414,0.037653,103.568,0.001665,26.022
2003-12-31,3,206,862017233,0.027039,4097.634,0.025827,173.961,0.001212,23.637
2003-12-31,4,209,526436975,0.021602,3672.773,0.020896,175.656,0.000706,21.013
2003-12-31,5,245,403364918,0.021351,5262.337,0.020688,253.719,0.000663,20.843
2003-12-31,6,279,312035154,0.020891,5764.650,0.020026,294.349,0.000864,19.618
2003-12-31,7,346,256343907,0.030883,6252.514,0.029871,409.505,0.001013,15.247
2003-12-31,8,397,203228216,0.022545,5990.305,0.021818,485.404,0.000727,12.223
2003-12-31,9,658,193100031,0.028585,7098.052,0.027115,853.354,0.001471,8.328
2003-12-31,10,1652,142547629,0.040902,30666.086,0.040101,7157.862,0.000800,4.306
2003-12-31,1_2,359,9451245966,0.049488,1477.293,0.047894,61.168,0.001595,24.264
2003-12-31,3_5,660,1791819126,0.024161,4191.795,0.023221,189.544,0.000940,22.210
2003-12-31,6_8,1022,771607277,0.024646,6039.993,0.023769,370.135,0.000877,16.302
2003-12-31,9_10,2310,335647660,0.033816,11698.633,0.032630,1780.271,0.001186,6.581
2003-12-31,1_5,1019,11243065091,0.045452,1714.051,0.043962,72.553,0.001490,23.746
2003-12-31,6_10,3332,1107254937,0.027426,6558.318,0.026455,476.810,0.000971,13.738
2003-12-31,Mrkt,4351,12350320028,0.043836,1811.386,0.042392,80.197,0.001444,22.699
2004-01-30,1,176,8261004134,0.017034,1339.127,0.015859,56.019,0.001175,23.991
2004-01-30,2,192,1677208474,0.018164,2721.974,0.017453,105.375,0.000711,26.041
2004-01-30,3,206,860417346,0.027497,4210.307,0.026936,178.647,0.000561,23.651
2004-01-30,4,205,520623218,0.033616,3796.238,0.032875,181.431,0.000741,21.028
2004-01-30,5,231,389347589,0.035822,5450.842,0.034755,262.537,0.001067,20.866
2004-01-30,6,269,316226612,0.031916,5948.636,0.031435,303.602,0.000481,19.627
2004-01-30,7,324,256745961,0.041917,6514.601,0.041375,426.448,0.000542,15.255
2004-01-30,8,399,216912943,0.045312,6261.738,0.044762,507.132,0.000551,12.229
2004-01-30,9,651,205857483,0.060623,7528.357,0.059701,904.300,0.000922,8.336
2004-01-30,10,1704,156402025,0.081812,33174.957,0.081281,7739.664,0.000531,4.309
2004-01-30,1_2,368,9938212608,0.017225,1502.739,0.016128,62.154,0.001097,24.291
2004-01-30,3_5,642,1770388153,0.031127,4322.274,0.030402,195.306,0.000725,22.226
2004-01-30,6_8,992,789885516,0.038846,6274.620,0.038326,384.320,0.000520,16.310
2004-01-30,9_10,2355,362259509,0.069771,12514.861,0.069018,1903.142,0.000753,6.586
2004-01-30,1_5,1010,11708600761,0.019327,1747.178,0.018287,73.880,0.001041,23.770
2004-01-30,6_10,3347,1152145025,0.048569,6876.851,0.047976,499.686,0.000593,13.746
2004-01-30,Mrkt,4357,12860745786,0.021947,1851.140,0.020946,81.877,0.001000,22.722
2004-02-27,1,176,8389221430,0.012491,1355.854,0.010822,56.625,0.001669,24.031
2004-02-27,2,192,1707270231,0.022962,2784.477,0.021538,107.645,0.001424,26.078
2004-02-27,3,205,880751954,0.017038,4282.040,0.016271,181.553,0.000767,23.669
2004-02-27,4,203,533766543,0.024751,3890.199,0.023441,185.684,0.001310,21.056
2004-02-27,5,232,404011889,0.026605,5595.863,0.025287,269.176,0.001319,20.893
2004-02-27,6,270,328202043,0.022168,6080.503,0.021431,310.108,0.000737,19.642
2004-02-27,7,324,268269975,0.000868,6520.257,0.000064,426.475,0.000804,15.267
2004-02-27,8,399,228596911,0.000363,6264.009,-0.000283,506.988,0.000646,12.237
2004-02-27,9,647,217660960,0.003848,7557.326,0.002897,906.920,0.000951,8.344
2004-02-27,10,1698,169098955,0.009665,33495.594,0.008943,7808.877,0.000722,4.312
2004-02-27,1_2,368,10096491661,0.014262,1524.171,0.012634,62.940,0.001628,24.331
2004-02-27,3_5,640,1818530386,0.021427,4414.889,0.020378,199.286,0.001049,22.249
2004-02-27,6_8,993,825068929,0.009201,6332.351,0.008467,387.575,0.000733,16.322
2004-02-27,9_10,2345,386759915,0.006391,12594.849,0.005540,1913.686,0.000851,6.591
2004-02-27,1_5,1008,11915022047,0.015355,1774.007,0.013816,74.901,0.001540,23.807
2004-02-27,6_10,3338,1211828844,0.008304,6933.957,0.007533,503.450,0.000771,13.757
2004-02-27,Mrkt,4346,13126850891,0.014704,1878.360,0.013236,82.960,0.001469,22.755
2004-03-31,1,176,8496679927,-0.019326,1329.651,-0.020511,55.464,0.001185,24.060
2004-03-31,2,191,1742491573,-0.002241,2778.236,-0.003632,107.254,0.001391,26.114
2004-03-31,3,206,899051630,-0.002463,4271.494,-0.003584,180.903,0.001121,23.695
2004-03-31,4,204,550320098,-0.000713,3887.425,-0.001394,185.425,0.000680,21.070
2004-03-31,5,232,414675956,0.008320,5642.422,0.007348,271.154,0.000972,20.913
2004-03-31,6,269,334675727,0.012985,6159.458,0.012208,313.894,0.000777,19.657
2004-03-31,7,324,269359070,0.000334,6522.435,-0.001002,426.048,0.001337,15.288
2004-03-31,8,402,231647738,0.011205,6334.196,0.010626,512.376,0.000579,12.244
2004-03-31,9,650,220361267,-0.011048,7473.831,-0.011876,896.149,0.000828,8.351
2004-03-31,10,1696,172143239,0.003553,33614.605,0.002436,7827.897,0.001117,4.316
2004-03-31,1_2,367,10239171500,-0.016418,1499.146,-0.017639,61.830,0.001220,24.360
2004-03-31,3_5,642,1864047683,0.000453,4416.887,-0.000505,199.186,0.000958,22.271
2004-03-31,6_8,995,835682535,0.008414,6385.630,0.007511,390.486,0.000903,16.337
2004-03-31,9_10,2346,392504505,-0.004644,12536.353,-0.005599,1902.970,0.000955,6.598
2004-03-31,1_5,1009,12103219182,-0.013820,1749.490,-0.015000,73.777,0.001180,23.835
2004-03-31,6_10,3341,1228187041,0.004241,6963.362,0.003321,505.122,0.000919,13.770
2004-03-31,Mrkt,4350,13331406223,-0.012156,1855.526,-0.013312,81.856,0.001156,22.781
2004-04-30,1,177,8317696741,-0.009956,1316.413,-0.011144,54.846,0.001188,24.088
2004-04-30,2,181,1685319795,-0.021342,2718.944,-0.022271,104.865,0.000929,26.138
2004-04-30,3,209,924585784,-0.024793,4165.591,-0.025471,176.295,0.000678,23.711
2004-04-30,4,219,587398072,-0.042579,3721.903,-0.043757,177.311,0.001178,21.095
2004-04-30,5,224,403110049,-0.039379,5420.229,-0.040025,260.301,0.000646,20.927
2004-04-30,6,269,335760061,-0.021753,6025.473,-0.022288,306.898,0.000535,19.668
2004-04-30,7,332,274174033,-0.055092,6163.104,-0.055630,402.347,0.000538,15.296
2004-04-30,8,385,224014831,-0.045686,6044.814,-0.046306,488.649,0.000621,12.252
2004-04-30,9,631,216788625,-0.037025,7197.116,-0.037410,862.624,0.000385,8.354
2004-04-30,10,1727,178602550,-0.035203,32431.287,-0.035694,7548.489,0.000491,4.319
2004-04-30,1_2,358,10003016537,-0.011874,1481.345,-0.013019,61.025,0.001145,24.388
2004-04-30,3_5,652,1915093905,-0.033318,4269.723,-0.034143,192.385,0.000825,22.289
2004-04-30,6_8,986,833948924,-0.039142,6135.683,-0.039701,374.983,0.000559,16.346
2004-04-30,9_10,2358,395391175,-0.036202,12082.518,-0.036635,1833.256,0.000433,6.600
2004-04-30,1_5,1010,11918110442,-0.015320,1722.688,-0.016413,72.566,0.001093,23.861
2004-04-30,6_10,3344,1229340099,-0.038196,6697.387,-0.038715,485.566,0.000519,13.777
2004-04-30,Mrkt,4354,13147450541,-0.017459,1823.130,-0.018499,80.342,0.001040,22.805
2004-05-28,1,174,8276333734,0.009880,1329.419,0.008308,55.301,0.001572,24.126
2004-05-28,2,180,1653523833,0.016336,2763.362,0.014894,106.427,0.001443,26.176
2004-05-28,3,210,905718229,0.025385,4271.333,0.022516,180.264,0.002869,23.779
2004-05-28,4,218,560314493,0.022244,3804.695,0.020893,181.016,0.001351,21.124
2004-05-28,5,225,389536969,0.014451,5498.557,0.012981,263.680,0.001470,20.958
2004-05-28,6,267,326101685,0.015444,6118.528,0.013856,311.150,0.001588,19.699
2004-05-28,7,333,260408018,0.023745,6309.446,0.023124,411.650,0.000621,15.305
2004-05-28,8,383,213636086,0.012357,6119.507,0.010877,493.964,0.001480,12.270
2004-05-28,9,633,210527520,-0.006263,7152.039,-0.006902,856.670,0.000639,8.359
2004-05-28,10,1719,173409400,-0.011484,32058.844,-0.012289,7455.725,0.000805,4.322
2004-05-28,1_2,354,9929857567,0.010955,1497.573,0.009404,61.598,0.001551,24.426
2004-05-28,3_5,653,1855569691,0.022141,4364.259,0.020024,196.237,0.002117,22.336
2004-05-28,6_8,983,800145789,0.017321,6241.959,0.016077,381.012,0.001244,16.366
2004-05-28,9_10,2352,383936920,-0.008621,11978.351,-0.009335,1816.142,0.000714,6.605
2004-05-28,1_5,1007,11785427258,0.012716,1744.594,0.011076,73.370,0.001640,23.900
2004-05-28,6_10,3335,1184082709,0.008909,6757.055,0.007837,489.371,0.001072,13.792
2004-05-28,Mrkt,4342,12969509967,0.012369,1845.680,0.010781,81.208,0.001588,22.841
2004-06-30,1,174,8337509941,0.013290,1347.088,0.011893,55.959,0.001397,24.160
2004-06-30,2,180,1680455314,0.029968,2846.174,0.028519,109.462,0.001449,26.214
2004-06-30,3,210,927201056,0.023096,4369.985,0.021917,184.215,0.001179,23.807
2004-06-30,4,219,576381434,0.022526,3890.401,0.021838,184.969,0.000688,21.138
2004-06-30,5,223,392501065,0.030333,5665.343,0.029649,271.498,0.000683,20.972
2004-06-30,6,267,331128076,0.036186,6339.932,0.034389,321.850,0.001797,19.734
2004-06-30,7,331,266202081,0.052233,6639.005,0.050902,432.604,0.001331,15.326
2004-06-30,8,382,216368280,0.045199,6396.100,0.044503,515.947,0.000695,12.278
2004-06-30,9,637,211071960,0.042209,7453.920,0.041534,892.251,0.000675,8.365
2004-06-30,10,1720,172412125,0.019961,32698.762,0.019261,7599.327,0.000700,4.325
2004-06-30,1_2,354,10017965255,0.016088,1521.667,0.014682,62.503,0.001406,24.460
2004-06-30,3_5,652,1896083555,0.024421,4470.839,0.023494,200.848,0.000927,22.357
2004-06-30,6_8,980,813698437,0.043832,6515.557,0.042481,397.197,0.001351,16.389
2004-06-30,9_10,2357,383484085,0.032206,12364.130,0.031520,1873.386,0.000686,6.610
2004-06-30,1_5,1006,11914048810,0.017414,1774.975,0.016084,74.550,0.001330,23.932
2004-06-30,6_10,3337,1197182522,0.040108,7028.068,0.038970,508.442,0.001138,13.807
2004-06-30,Mrkt,4343,13111231332,0.019486,1881.646,0.018174,82.684,0.001312,22.871
2004-07-30,1,177,8434296280,-0.031872,1304.154,-0.033098,54.107,0.001227,24.189
2004-07-30,2,180,1686555257,-0.038348,2737.029,-0.039168,105.175,0.000820,26.235
2004-07-30,3,207,921106107,-0.052822,4139.153,-0.053642,174.334,0.000819,23.827
2004-07-30,4,214,585074146,-0.055752,3673.505,-0.056433,174.531,0.000681,21.153
2004-07-30,5,219,407272271,-0.053817,5360.451,-0.054642,256.663,0.000824,20.989
2004-07-30,6,261,338039256,-0.054528,5994.230,-0.055143,304.102,0.000616,19.746
2004-07-30,7,311,272780532,-0.065284,6205.584,-0.065836,404.123,0.000552,15.334
2004-07-30,8,379,231244936,-0.067968,5961.371,-0.068618,480.544,0.000650,12.286
2004-07-30,9,595,217043196,-0.094740,6747.734,-0.095137,807.364,0.000397,8.368
2004-07-30,10,1797,192857549,-0.067742,30483.682,-0.068233,7080.801,0.000491,4.327
2004-07-30,1_2,357,10120851537,-0.032951,1471.526,-0.034110,60.371,0.001159,24.489
2004-07-30,3_5,640,1913452525,-0.053930,4229.728,-0.054708,189.860,0.000778,22.374
2004-07-30,6_8,951,842064723,-0.061703,6113.527,-0.062307,372.449,0.000604,16.398
2004-07-30,9_10,2392,409900745,-0.082038,11349.807,-0.082479,1718.871,0.000441,6.613
2004-07-30,1_5,997,12034304062,-0.036287,1710.567,-0.037385,71.763,0.001098,23.958
2004-07-30,6_10,3343,1251965468,-0.068361,6547.625,-0.068912,473.404,0.000551,13.815
2004-07-30,Mrkt,4340,13286269530,-0.039309,1807.680,-0.040356,79.347,0.001047,22.895
2004-08-31,1,177,8208170241,0.004539,1310.073,0.002844,54.261,0.001695,24.230
2004-08-31,2,180,1627088133,0.005296,2751.525,0.003678,105.561,0.001619,26.278
2004-08-31,3,207,872196285,-0.003164,4126.058,-0.004978,173.466,0.001814,23.870
2004-08-31,4,216,556599156,-0.004746,3656.070,-0.006004,173.483,0.001258,21.179
2004-08-31,5,220,387227734,-0.009644,5308.754,-0.010995,253.841,0.001351,21.018
2004-08-31,6,258,315997354,-0.005768,5959.658,-0.006549,302.111,0.000781,19.762
2004-08-31,7,311,255086352,-0.014889,6113.186,-0.015827,397.727,0.000937,15.349
2004-08-31,8,380,217266112,-0.001511,5952.363,-0.003286,478.965,0.001775,12.308
2004-08-31,9,593,196537353,-0.014929,6646.999,-0.015640,794.737,0.000712,8.374
2004-08-31,10,1797,182184519,-0.011862,30122.090,-0.012720,6990.735,0.000858,4.331
2004-08-31,1_2,357,9835258374,0.004664,1478.390,0.002982,60.551,0.001682,24.530
2004-08-31,3_5,643,1816023175,-0.005030,4208.451,-0.006576,188.611,0.001545,22.409
2004-08-31,6_8,949,788349818,-0.007546,6067.394,-0.008652,369.227,0.001105,16.417
2004-08-31,9_10,2390,378721872,-0.013453,11197.112,-0.014235,1694.402,0.000782,6.618
2004-08-31,1_5,1000,11651281549,0.003153,1715.961,0.001492,71.870,0.001661,23.998
2004-08-31,6_10,3339,1167071690,-0.009463,6485.664,-0.010464,468.451,0.001000,13.829
2004-08-31,Mrkt,4339,12818353239,0.002005,1811.304,0.000404,79.379,0.001601,22.932
2004-09-30,1,176,8225289328,0.004727,1316.266,0.003312,54.441,0.001415,24.265
2004-09-30,2,179,1623753586,0.037208,2853.903,0.035814,109.342,0.001394,26.315
2004-09-30,3,206,872053269,0.032085,4258.444,0.030920,178.829,0.001166,23.898
2004-09-30,4,217,557619012,0.038969,3798.543,0.038207,180.111,0.000762,21.195
2004-09-30,5,219,382389747,0.035598,5497.737,0.034826,262.681,0.000773,21.034
2004-09-30,6,258,315147717,0.046146,6234.671,0.045210,315.769,0.000936,19.780
2004-09-30,7,311,251942237,0.054459,6446.102,0.053510,419.010,0.000949,15.363
2004-09-30,8,382,218454123,0.058109,6298.249,0.057254,506.388,0.000855,12.319
2004-09-30,9,594,194176605,0.053005,6999.324,0.052400,836.381,0.000605,8.379
2004-09-30,10,1795,181920915,0.039957,31325.674,0.039041,7263.658,0.000916,4.335
2004-09-30,1_2,355,9849042914,0.010082,1493.295,0.008671,61.076,0.001411,24.565
2004-09-30,3_5,642,1812062029,0.034945,4355.515,0.033987,195.022,0.000958,22.430
2004-09-30,6_8,951,785544076,0.052139,6383.741,0.051221,388.139,0.000918,16.432
2004-09-30,9_10,2389,376097520,0.046694,11719.947,0.045938,1772.240,0.000756,6.623
2004-09-30,1_5,997,11661104942,0.013946,1739.891,0.012605,72.776,0.001341,24.030
2004-09-30,6_10,3340,1161641596,0.050376,6812.385,0.049511,491.644,0.000865,13.841
2004-09-30,Mrkt,4337,12822746538,0.017246,1842.541,0.015948,80.645,0.001298,22.961
2004-10-29,1,173,8214688366,0.009385,1328.620,0.008020,54.877,0.001365,24.298
2004-10-29,2,184,1734867341,0.029718,2938.717,0.028852,112.497,0.000866,26.337
2004-10-29,3,202,889405588,0.023729,4359.495,0.023065,182.954,0.000664,23.914
2004-10-29,4,204,547607492,0.030525,3914.495,0.029662,185.453,0.000863,21.214
2004-10-29,5,223,406472015,0.015813,5584.670,0.015012,266.624,0.000801,21.051
2004-10-29,6,248,320707112,0.020599,6363.100,0.019288,321.860,0.001311,19.806
2004-10-29,7,305,265618977,0.025163,6608.304,0.024385,429.227,0.000778,15.375
2004-10-29,8,358,221427601,0.026161,6463.014,0.025596,519.349,0.000565,12.326
2004-10-29,9,637,227908982,0.020816,7145.019,0.020351,853.402,0.000465,8.383
2004-10-29,10,1804,185382456,0.013035,31734.016,0.012599,7355.169,0.000437,4.337
2004-10-29,1_2,357,9949555706,0.012931,1512.604,0.011652,61.788,0.001278,24.596
2004-10-29,3_5,629,1843485095,0.024003,4460.059,0.023249,199.556,0.000753,22.447
2004-10-29,6_8,911,807753690,0.023624,6534.553,0.022693,396.947,0.000931,16.447
2004-10-29,9_10,2441,413291438,0.017326,11923.004,0.016874,1802.144,0.000452,6.626
2004-10-29,1_5,986,11793040801,0.014661,1765.400,0.013465,73.756,0.001196,24.059
2004-10-29,6_10,3352,1221045128,0.021492,6958.800,0.020723,501.833,0.000769,13.851
2004-10-29,Mrkt,4338,13014085929,0.015302,1870.737,0.014146,81.786,0.001156,22.988
2004-11-30,1,172,8240301219,0.034768,1374.813,0.028931,56.465,0.005836,24.440
2004-11-30,2,183,1775852749,0.054757,3099.630,0.053288,118.491,0.001469,26.376
2004-11-30,3,203,918307516,0.064249,4639.587,0.062974,194.475,0.001275,23.944
2004-11-30,4,204,564268015,0.062131,4157.708,0.060538,196.680,0.001594,21.247
2004-11-30,5,222,412426297,0.070267,5977.090,0.069052,285.035,0.001215,21.076
2004-11-30,6,245,323376396,0.080499,6875.323,0.079601,347.480,0.000898,19.824
2004-11-30,7,307,274406049,0.085673,7174.455,0.084933,465.683,0.000740,15.387
2004-11-30,8,359,228334261,0.093654,7068.301,0.092966,567.631,0.000688,12.334
2004-11-30,9,639,234445293,0.097477,7841.496,0.096623,935.861,0.000854,8.390
2004-11-30,10,1807,189102057,0.079793,34266.172,0.078555,7932.957,0.001238,4.342
2004-11-30,1_2,355,10016153967,0.038312,1570.554,0.033250,63.842,0.005062,24.720
2004-11-30,3_5,629,1895001828,0.064928,4749.642,0.063571,212.242,0.001357,22.478
2004-11-30,6_8,911,826116706,0.085853,7095.567,0.085066,430.713,0.000788,16.460
2004-11-30,9_10,2446,423547350,0.089582,12991.087,0.088556,1961.736,0.001025,6.633
2004-11-30,1_5,984,11911155795,0.042546,1840.511,0.038074,76.564,0.004472,24.167
2004-11-30,6_10,3357,1249664056,0.087117,7565.030,0.086249,545.115,0.000868,13.863
2004-11-30,Mrkt,4341,13160819851,0.046778,1958.246,0.042648,85.274,0.004130,23.083
2004-12-31,1,173,8525820845,0.033266,1420.548,0.031845,58.263,0.001422,24.474
2004-12-31,2,184,1874750562,0.037829,3216.886,0.035523,122.701,0.002306,26.437
2004-12-31,3,203,977907551,0.042934,4838.782,0.041947,202.633,0.000987,23.968
2004-12-31,4,205,600490812,0.048819,4360.684,0.048091,206.139,0.000728,21.263
2004-12-31,5,222,441723200,0.034668,6184.304,0.033968,294.717,0.000700,21.091
2004-12-31,6,243,346933022,0.024291,7042.334,0.022917,355.444,0.001374,19.851
2004-12-31,7,311,303046374,0.036525,7436.500,0.035812,482.359,0.000713,15.398
2004-12-31,8,361,251558302,0.032719,7299.566,0.031897,585.737,0.000821,12.344
2004-12-31,9,643,259523127,0.039400,8150.447,0.038571,971.958,0.000828,8.397
2004-12-31,10,1800,205018514,0.063684,36448.383,0.062398,8427.956,0.001286,4.348
2004-12-31,1_2,357,10400571406,0.034089,1624.093,0.032508,65.917,0.001581,24.760
2004-12-31,3_5,630,2020121562,0.042876,4953.286,0.042029,221.162,0.000847,22.497
2004-12-31,6_8,915,901537698,0.030755,7313.791,0.029757,443.530,0.000998,16.476
2004-12-31,9_10,2443,464541641,0.050117,13642.164,0.049087,2058.031,0.001030,6.639
2004-12-31,1_5,987,12420692968,0.035518,1905.882,0.034056,79.172,0.001462,24.202
2004-12-31,6_10,3358,1366079339,0.037339,7847.502,0.036330,564.920,0.001009,13.877
2004-12-31,Mrkt,4345,13786772308,0.035698,2028.153,0.034281,88.197,0.001417,23.116
2005-01-31,1,177,8889763911,-0.024632,1385.557,-0.025598,56.772,0.000967,24.498
2005-01-31,2,184,1910262444,-0.021162,3148.810,-0.021990,120.002,0.000828,26.459
2005-01-31,3,200,991954347,-0.024723,4719.151,-0.025231,197.520,0.000508,23.980
2005-01-31,4,209,636990671,-0.022583,4262.208,-0.023307,201.335,0.000725,21.278
2005-01-31,5,221,457548498,-0.026532,6020.219,-0.027109,286.728,0.000577,21.103
2005-01-31,6,262,372131513,-0.035570,6791.841,-0.035943,342.668,0.000373,19.859
2005-01-31,7,297,297298402,-0.034416,7180.563,-0.035089,465.434,0.000673,15.408
2005-01-31,8,358,254914332,-0.042009,6992.921,-0.042613,560.777,0.000604,12.352
2005-01-31,9,684,279002811,-0.045991,7775.597,-0.046330,926.927,0.000339,8.400
2005-01-31,10,1755,204106489,-0.036150,35130.777,-0.036523,8120.141,0.000373,4.349
2005-01-31,1_2,361,10800026355,-0.024018,1585.085,-0.024960,64.272,0.000942,24.783
2005-01-31,3_5,630,2086493516,-0.024466,4832.097,-0.025056,215.621,0.000589,22.510
2005-01-31,6_8,917,924344247,-0.036974,7043.368,-0.037508,426.895,0.000533,16.485
2005-01-31,9_10,2439,483109300,-0.041833,13071.465,-0.042187,1971.209,0.000353,6.642
2005-01-31,1_5,991,12886519871,-0.024091,1859.969,-0.024976,77.194,0.000885,24.223
2005-01-31,6_10,3356,1407453547,-0.038642,7544.257,-0.039114,542.824,0.000472,13.884
2005-01-31,Mrkt,4347,14293973419,-0.025523,1976.387,-0.026368,85.871,0.000844,23.135
2005-02-28,1,177,8654552431,0.018142,1410.694,0.015910,57.675,0.002232,24.553
2005-02-28,2,183,1861446968,0.026701,3232.887,0.025402,123.051,0.001299,26.493
2005-02-28,3,200,967707613,0.027072,4846.908,0.025763,202.609,0.001308,24.011
2005-02-28,4,209,622272265,0.032858,4402.253,0.031486,207.674,0.001372,21.307
2005-02-28,5,221,446706548,0.024216,6166.006,0.022882,293.289,0.001334,21.131
2005-02-28,6,262,359490373,0.018395,6916.777,0.017536,348.677,0.000859,19.876
2005-02-28,7,298,288451700,0.031241,7404.889,0.029712,479.263,0.001529,15.431
2005-02-28,8,360,245763489,0.015402,7100.625,0.014612,568.971,0.000790,12.362
2005-02-28,9,684,266188468,0.004136,7807.757,0.003336,930.019,0.000800,8.407
2005-02-28,10,1746,196584149,0.006563,35361.359,0.005881,8167.896,0.000682,4.352
2005-02-28,1_2,360,10515999398,0.019657,1616.244,0.017590,65.403,0.002067,24.834
2005-02-28,3_5,630,2036686426,0.028213,4968.426,0.026880,221.416,0.001333,22.540
2005-02-28,6_8,920,893705563,0.021718,7196.335,0.020662,435.715,0.001056,16.503
2005-02-28,9_10,2430,462772616,0.005167,13139.008,0.004417,1979.916,0.000750,6.647
2005-02-28,1_5,990,12552685824,0.021045,1899.112,0.019097,78.668,0.001948,24.271
2005-02-28,6_10,3350,1356478179,0.016072,7665.505,0.015120,551.031,0.000952,13.897
2005-02-28,Mrkt,4340,13909164003,0.020560,2017.022,0.018710,87.478,0.001851,23.178
2005-03-31,1,177,8778759478,-0.019272,1383.507,-0.020666,56.483,0.001394,24.587
2005-03-31,2,183,1908195737,-0.004187,3219.353,-0.006786,122.216,0.002600,26.562
2005-03-31,3,201,1001741605,-0.010655,4795.262,-0.011591,200.261,0.000936,24.034
2005-03-31,4,210,645344819,-0.010602,4355.583,-0.011432,205.300,0.000830,21.325
2005-03-31,5,220,456703689,-0.020447,6039.933,-0.020975,287.137,0.000529,21.143
2005-03-31,6,262,366419331,-0.026246,6735.242,-0.027225,339.184,0.000980,19.895
2005-03-31,7,300,300027354,-0.016188,7285.022,-0.017053,471.090,0.000865,15.445
2005-03-31,8,365,254282532,-0.030482,6884.186,-0.031836,550.857,0.001354,12.378
2005-03-31,9,686,268546596,-0.035498,7530.594,-0.037296,895.333,0.001798,8.422
2005-03-31,10,1750,199980884,-0.038858,33987.297,-0.039583,7844.588,0.000725,4.356
2005-03-31,1_2,360,10686955216,-0.016579,1589.448,-0.018188,64.213,0.001609,24.874
2005-03-31,3_5,631,2103790113,-0.012764,4905.007,-0.013579,218.410,0.000815,22.558
2005-03-31,6_8,927,920729217,-0.024138,7022.630,-0.025184,424.742,0.001046,16.520
2005-03-31,9_10,2436,468527480,-0.036932,12653.755,-0.038272,1904.140,0.001340,6.656
2005-03-31,1_5,991,12790745329,-0.015951,1868.819,-0.017430,77.297,0.001479,24.307
2005-03-31,6_10,3363,1389256698,-0.028453,7447.399,-0.029598,534.721,0.001145,13.913
2005-03-31,Mrkt,4354,14180002026,-0.017176,1982.378,-0.018622,85.849,0.001446,23.212
2005-04-29,1,173,8570151039,-0.013880,1364.304,-0.015099,55.630,0.001220,24.617
2005-04-29,2,188,1942330335,-0.025580,3137.001,-0.026585,118.966,0.001005,26.589
2005-04-29,3,206,1008015292,-0.034953,4627.653,-0.035527,193.146,0.000574,24.048
2005-04-29,4,200,603735991,-0.039678,4182.762,-0.040449,196.995,0.000772,21.342
2005-04-29,5,216,438040743,-0.047146,5755.171,-0.047834,273.402,0.000688,21.157
2005-04-29,6,248,347839045,-0.055680,6360.226,-0.056183,320.128,0.000504,19.905
2005-04-29,7,294,294194793,-0.058287,6860.400,-0.058868,443.358,0.000581,15.454
2005-04-29,8,360,249247573,-0.064381,6440.979,-0.065071,515.012,0.000691,12.387
2005-04-29,9,658,258772683,-0.065443,7037.768,-0.065835,836.388,0.000392,8.425
2005-04-29,10,1804,203393819,-0.060228,31940.305,-0.061209,7364.433,0.000980,4.360
2005-04-29,1_2,361,10512481374,-0.016041,1563.951,-0.017221,63.107,0.001180,24.903
2005-04-29,3_5,622,2049792026,-0.038950,4713.955,-0.039607,209.759,0.000657,22.573
2005-04-29,6_8,902,891281411,-0.058974,6608.481,-0.059555,399.446,0.000581,16.529
2005-04-29,9_10,2462,462166502,-0.063148,11854.693,-0.063799,1782.657,0.000651,6.660
2005-04-29,1_5,983,12562273401,-0.019780,1831.855,-0.020874,75.684,0.001095,24.333
2005-04-29,6_10,3364,1353447913,-0.060399,6997.583,-0.061004,502.101,0.000605,13.921
2005-04-29,Mrkt,4347,13915721313,-0.023730,1935.336,-0.024777,83.722,0.001047,23.236
2005-05-31,1,173,8454166535,0.030747,1406.253,0.028851,57.235,0.001896,24.664
2005-05-31,2,188,1890455517,0.042458,3270.193,0.041226,123.871,0.001232,26.621
2005-05-31,3,205,967651057,0.054146,4878.223,0.053013,203.385,0.001133,24.075
2005-05-31,4,199,576171772,0.053573,4406.845,0.052263,207.291,0.001309,21.369
2005-05-31,5,216,417933724,0.046231,6021.241,0.044834,285.660,0.001398,21.187
2005-05-31,6,248,328583277,0.075974,6843.437,0.075053,344.154,0.000921,19.924
2005-05-31,7,291,274251369,0.060440,7275.040,0.059788,469.865,0.000652,15.464
2005-05-31,8,359,233889291,0.074001,6917.614,0.073033,552.625,0.000968,12.399
2005-05-31,9,659,242593633,0.066163,7503.406,0.065462,891.140,0.000700,8.431
2005-05-31,10,1809,192755942,0.043424,33327.277,0.042659,7678.594,0.000765,4.363
2005-05-31,1_2,361,10344622052,0.032887,1615.385,0.031113,65.071,0.001774,24.948
2005-05-31,3_5,620,1961756553,0.052292,4960.455,0.051050,220.467,0.001241,22.601
2005-05-31,6_8,898,836723938,0.070331,7073.260,0.069485,427.202,0.000846,16.543
